Value.Item1.X,Value.Item1.Y,Value.Item2,Timestamp
NaN,NaN,False,2024-07-23T17:43:30.8380800+01:00
22.9374466,1007.5033,False,2024-07-23T17:43:30.8589568+01:00
NaN,NaN,False,2024-07-23T17:43:30.8842624+01:00
44.4639626,1032.97473,False,2024-07-23T17:43:30.9006592+01:00
NaN,NaN,False,2024-07-23T17:43:30.9194880+01:00
NaN,NaN,False,2024-07-23T17:43:30.9367424+01:00
NaN,NaN,False,2024-07-23T17:43:30.9520640+01:00
NaN,NaN,False,2024-07-23T17:43:30.9675520+01:00
NaN,NaN,False,2024-07-23T17:43:30.9829504+01:00
NaN,NaN,False,2024-07-23T17:43:30.9995392+01:00
NaN,NaN,False,2024-07-23T17:43:31.0141440+01:00
NaN,NaN,False,2024-07-23T17:43:31.0310912+01:00
NaN,NaN,False,2024-07-23T17:43:31.0446976+01:00
NaN,NaN,False,2024-07-23T17:43:31.0589312+01:00
NaN,NaN,False,2024-07-23T17:43:31.0741760+01:00
NaN,NaN,False,2024-07-23T17:43:31.0887040+01:00
NaN,NaN,False,2024-07-23T17:43:31.1023744+01:00
NaN,NaN,False,2024-07-23T17:43:31.1175040+01:00
NaN,NaN,False,2024-07-23T17:43:31.1335424+01:00
NaN,NaN,False,2024-07-23T17:43:31.1481728+01:00
NaN,NaN,False,2024-07-23T17:43:31.1619584+01:00
NaN,NaN,False,2024-07-23T17:43:31.1765120+01:00
NaN,NaN,False,2024-07-23T17:43:31.1916928+01:00
NaN,NaN,False,2024-07-23T17:43:31.2066560+01:00
NaN,NaN,False,2024-07-23T17:43:31.2224512+01:00
NaN,NaN,False,2024-07-23T17:43:31.2376064+01:00
NaN,NaN,False,2024-07-23T17:43:31.2544128+01:00
564.065674,174.143936,False,2024-07-23T17:43:31.2695424+01:00
592.19281,11.6786251,False,2024-07-23T17:43:31.2864768+01:00
602.191345,32.5025177,False,2024-07-23T17:43:31.3016832+01:00
583.959961,37.4593658,False,2024-07-23T17:43:31.3172096+01:00
590.996521,58.0315132,False,2024-07-23T17:43:31.3310976+01:00
619.428772,25.6597042,False,2024-07-23T17:43:31.3470592+01:00
616.291382,53.8340759,False,2024-07-23T17:43:31.3619200+01:00
626.916809,42.0187302,False,2024-07-23T17:43:31.3763456+01:00
619.299683,102.358406,False,2024-07-23T17:43:31.3922304+01:00
624.31488,89.4494705,False,2024-07-23T17:43:31.4089216+01:00
609.736389,116.041168,False,2024-07-23T17:43:31.4239744+01:00
601.383484,122.039658,False,2024-07-23T17:43:31.4396800+01:00
600.631653,86.8495865,False,2024-07-23T17:43:31.4541824+01:00
568.989563,153.308731,False,2024-07-23T17:43:31.4710528+01:00
592.626709,74.4632645,False,2024-07-23T17:43:31.4849536+01:00
571.682861,121.152313,False,2024-07-23T17:43:31.5024896+01:00
603.831726,31.0363522,False,2024-07-23T17:43:31.5177216+01:00
572.964294,117.953644,False,2024-07-23T17:43:31.5328768+01:00
566.084961,146.918381,False,2024-07-23T17:43:31.5467392+01:00
579.047119,124.346001,False,2024-07-23T17:43:31.5630080+01:00
568.367188,146.843506,False,2024-07-23T17:43:31.5773056+01:00
602.580322,43.0645103,False,2024-07-23T17:43:31.5923072+01:00
593.770325,93.0838318,False,2024-07-23T17:43:31.6093184+01:00
595.337097,83.0457993,False,2024-07-23T17:43:31.6353408+01:00
594.668518,104.926735,False,2024-07-23T17:43:31.6550016+01:00
605.783203,76.2366028,False,2024-07-23T17:43:31.6710912+01:00
601.974792,84.254303,False,2024-07-23T17:43:31.6872448+01:00
601.591187,91.4415207,False,2024-07-23T17:43:31.7033856+01:00
581.257996,160.134201,False,2024-07-23T17:43:31.7198720+01:00
564.227844,221.679779,False,2024-07-23T17:43:31.7346048+01:00
404.140106,380.0513,False,2024-07-23T17:43:31.7510784+01:00
411.42276,381.435089,False,2024-07-23T17:43:31.7652096+01:00
400.69165,385.908447,False,2024-07-23T17:43:31.7823488+01:00
534.980103,205.1194,False,2024-07-23T17:43:31.7975296+01:00
386.951843,387.950562,False,2024-07-23T17:43:31.8142976+01:00
410.687958,383.909515,False,2024-07-23T17:43:31.8291712+01:00
416.341919,378.21286,False,2024-07-23T17:43:31.8449792+01:00
415.473907,376.290924,False,2024-07-23T17:43:31.8598912+01:00
414.515533,375.055695,False,2024-07-23T17:43:31.8748032+01:00
415.27536,373.265198,False,2024-07-23T17:43:31.8886144+01:00
417.128204,374.546509,False,2024-07-23T17:43:31.9057408+01:00
417.348694,375.973602,False,2024-07-23T17:43:31.9201536+01:00
418.185242,375.850464,False,2024-07-23T17:43:31.9354112+01:00
419.978607,377.458252,False,2024-07-23T17:43:31.9495680+01:00
421.028717,377.415619,False,2024-07-23T17:43:31.9637376+01:00
421.71524,376.160004,False,2024-07-23T17:43:31.9775232+01:00
423.34201,378.548615,False,2024-07-23T17:43:31.9914496+01:00
424.462006,380.621948,False,2024-07-23T17:43:32.0066176+01:00
428.912445,384.571625,False,2024-07-23T17:43:32.0217984+01:00
433.166901,387.286041,False,2024-07-23T17:43:32.0362752+01:00
436.303436,391.066589,False,2024-07-23T17:43:32.0510720+01:00
437.762512,395.664734,False,2024-07-23T17:43:32.0663936+01:00
441.220032,397.436249,False,2024-07-23T17:43:32.0794368+01:00
443.033234,399.58252,False,2024-07-23T17:43:32.0937856+01:00
443.769867,402.620239,False,2024-07-23T17:43:32.1076736+01:00
448.357819,404.516571,False,2024-07-23T17:43:32.1228672+01:00
449.194794,406.477539,False,2024-07-23T17:43:32.1358464+01:00
451.899689,410.894958,False,2024-07-23T17:43:32.1491200+01:00
455.106476,415.053833,False,2024-07-23T17:43:32.1641216+01:00
458.615112,422.317627,False,2024-07-23T17:43:32.1767936+01:00
460.864288,428.575928,False,2024-07-23T17:43:32.1923840+01:00
464.686249,434.404419,False,2024-07-23T17:43:32.2074624+01:00
466.689789,438.937134,False,2024-07-23T17:43:32.2220928+01:00
468.971313,441.749939,False,2024-07-23T17:43:32.2360960+01:00
471.956085,445.430359,False,2024-07-23T17:43:32.2513536+01:00
474.019653,447.689819,False,2024-07-23T17:43:32.2652416+01:00
477.276398,450.343536,False,2024-07-23T17:43:32.2806656+01:00
481.955566,449.878418,False,2024-07-23T17:43:32.2946432+01:00
484.284698,448.561981,False,2024-07-23T17:43:32.3109760+01:00
488.428741,445.859924,False,2024-07-23T17:43:32.3253632+01:00
490.710236,446.531921,False,2024-07-23T17:43:32.3409024+01:00
493.723602,448.321014,False,2024-07-23T17:43:32.3548160+01:00
494.109375,450.693634,False,2024-07-23T17:43:32.3688832+01:00
494.880585,451.046692,False,2024-07-23T17:43:32.3822080+01:00
495.475006,454.560974,False,2024-07-23T17:43:32.3977216+01:00
496.408813,459.365753,False,2024-07-23T17:43:32.4114048+01:00
501.333191,468.48819,False,2024-07-23T17:43:32.4261760+01:00
504.649231,471.382751,False,2024-07-23T17:43:32.4409856+01:00
507.752655,478.25882,False,2024-07-23T17:43:32.4553088+01:00
510.187317,483.266479,False,2024-07-23T17:43:32.4718592+01:00
513.23584,490.029724,False,2024-07-23T17:43:32.4851456+01:00
514.74408,497.433167,False,2024-07-23T17:43:32.5010432+01:00
514.348389,508.193726,False,2024-07-23T17:43:32.5151104+01:00
514.474182,520.254456,False,2024-07-23T17:43:32.5308928+01:00
514.830505,528.74469,False,2024-07-23T17:43:32.5444096+01:00
513.487427,533.051941,False,2024-07-23T17:43:32.5583744+01:00
