Value.Item1.Item1,Value.Item1.Item2,Value.Item1.Item3.X,Value.Item1.Item3.Y,Value.Item2.Item1.Item1,Value.Item2.Item1.Item2,Value.Item2.Item1.Item3,Value.Item2.Item1.Item4,Value.Item2.Item1.Item5,Value.Item2.Item2.Item1,Value.Item2.Item2.Item2,Value.Item2.Item2.Item3,Value.Item2.Item2.Item4,Value.Item2.Item2.Item5,Value.Item2.Item3.Item1,Value.Item2.Item3.Item2,Value.Item2.Item3.Item3,Value.Item2.Item3.Item4,Value.Item2.Item3.Item5,Value.Item2.Item4.Item1,Value.Item2.Item4.Item2,Value.Item2.Item4.Item3,Value.Item2.Item4.Item4,Value.Item2.Item4.Item5,Timestamp
168428124186929,0,NaN,NaN,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:33.6272128+01:00
168438087594399,1,306.893707,707.045166,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:43.5880064+01:00
168438127474119,2,312.74646,724.077576,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:43.6263552+01:00
168438167342771,3,30.0502167,1044.35022,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:43.6690176+01:00
168438207233844,4,305.262878,721.145691,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:43.7084928+01:00
168438247102171,5,25.2041607,1044.16309,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:43.7462528+01:00
168438286970579,6,28.7813568,1043.86536,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:43.7869696+01:00
168438326839191,7,20.2205582,1044.35828,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:43.8263552+01:00
168438366707803,8,33.278019,1044.64722,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:43.8659968+01:00
168438406587400,9,307.415619,716.073303,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:43.9063296+01:00
168438446455972,10,23.0710526,1044.35083,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:43.9456512+01:00
168438486335569,11,24.2422352,1044.42126,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:43.9867008+01:00
168438526215493,12,13.2086334,1043.80701,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.0251264+01:00
168438567108600,13,21.9901085,1044.99304,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.0665472+01:00
168438606988116,14,21.5241871,1044.30518,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.1068672+01:00
168438646856769,15,27.2874718,1044.68237,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.1467648+01:00
168438686725136,16,308.072571,718.88269,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.1910784+01:00
168438726593504,17,34.6077728,1044.81506,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.2279296+01:00
168438766473102,18,15.7973137,1043.96826,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.2677504+01:00
168438806353229,19,46.7047615,1045.13098,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.3066496+01:00
168438846232827,20,24.9271641,1044.16541,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.3457152+01:00
168438886101398,21,625.84845,40.6517372,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.3861248+01:00
168438925969725,22,638.016174,121.261818,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.4259968+01:00
168438965838377,23,652.499268,186.78157,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.4668416+01:00
168439005706867,24,665.681335,246.618195,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.5064960+01:00
168439045586343,25,665.52594,308.064087,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.5464704+01:00
168439085454914,26,662.663269,367.002808,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.5863424+01:00
168439125335081,27,657.101868,423.032196,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.6253440+01:00
168439165214638,28,640.395874,464.465729,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.6668928+01:00
168439206107827,29,623.687195,487.686188,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.7075456+01:00
168439245987547,30,608.999756,496.559967,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.7467392+01:00
168439285856158,31,599.681091,498.244629,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.7856768+01:00
168439325724200,32,595.890686,488.340149,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.8289024+01:00
168439365592853,33,591.690186,477.102173,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.8667648+01:00
168439405472776,34,584.365417,471.97464,1,269,349,665,745,2,753,833,216,296,3,0,0,0,0,4,0,0,0,0,2024-07-05T11:29:44.9067904+01:00
