Value.Item1.X,Value.Item1.Y,Value.Item2,Timestamp
NaN,NaN,False,2024-07-23T17:48:00.9381888+01:00
81.7043457,5.34933615,False,2024-07-23T17:48:00.9564160+01:00
25.0324078,4.90370369,False,2024-07-23T17:48:00.9753088+01:00
29.9415798,5.50078106,False,2024-07-23T17:48:00.9935104+01:00
35.1141014,5.27087212,False,2024-07-23T17:48:01.0098432+01:00
18.6853256,5.47302055,False,2024-07-23T17:48:01.0247936+01:00
35.1029243,5.14883041,False,2024-07-23T17:48:01.0380032+01:00
34.3475189,5.39225292,False,2024-07-23T17:48:01.0531200+01:00
32.1175003,5.49513054,False,2024-07-23T17:48:01.0670208+01:00
32.4761887,5.0552249,False,2024-07-23T17:48:01.0813312+01:00
30.4110451,5.29629612,False,2024-07-23T17:48:01.0944768+01:00
23.5593586,5.25770998,False,2024-07-23T17:48:01.1095552+01:00
25.7664642,5.49131298,False,2024-07-23T17:48:01.1236352+01:00
30.1888771,5.58272123,False,2024-07-23T17:48:01.1397376+01:00
37.7481956,5.18444252,False,2024-07-23T17:48:01.1533056+01:00
36.1160851,5.47806644,False,2024-07-23T17:48:01.1685888+01:00
35.3714371,5.27462626,False,2024-07-23T17:48:01.1818624+01:00
26.9003429,5.62199306,False,2024-07-23T17:48:01.1955968+01:00
33.3710136,5.52637672,False,2024-07-23T17:48:01.2115456+01:00
29.3343658,5.40082645,False,2024-07-23T17:48:01.2252800+01:00
25.9936199,5.32655525,False,2024-07-23T17:48:01.2397184+01:00
30.0095711,5.34851503,False,2024-07-23T17:48:01.2535424+01:00
27.6868992,5.43278456,False,2024-07-23T17:48:01.2679040+01:00
23.2751713,5.64259911,False,2024-07-23T17:48:01.2800512+01:00
830.882751,16.0194111,False,2024-07-23T17:48:01.2961792+01:00
760.97937,114.205017,False,2024-07-23T17:48:01.3089792+01:00
717.499207,219.385162,False,2024-07-23T17:48:01.3231232+01:00
677.595581,294.26413,False,2024-07-23T17:48:01.3362816+01:00
652.259094,347.465424,False,2024-07-23T17:48:01.3503616+01:00
637.990967,375.370453,False,2024-07-23T17:48:01.3644416+01:00
625.288452,405.191345,False,2024-07-23T17:48:01.3776000+01:00
615.947449,415.828247,False,2024-07-23T17:48:01.3927424+01:00
606.845642,415.465698,False,2024-07-23T17:48:01.4068224+01:00
601.730103,414.276611,False,2024-07-23T17:48:01.4222720+01:00
611.572632,209.364319,False,2024-07-23T17:48:01.4356992+01:00
671.945679,34.1544113,False,2024-07-23T17:48:01.4516224+01:00
689.844727,12.1053648,False,2024-07-23T17:48:01.4646528+01:00
671.044739,29.2622509,False,2024-07-23T17:48:01.4797184+01:00
662.177612,52.1932716,False,2024-07-23T17:48:01.4935808+01:00
661.866394,58.7995682,False,2024-07-23T17:48:01.5082368+01:00
646.253418,83.5877304,False,2024-07-23T17:48:01.5229184+01:00
643.515381,85.1367722,False,2024-07-23T17:48:01.5375360+01:00
636.652893,128.119003,False,2024-07-23T17:48:01.5520384+01:00
637.44458,137.632477,False,2024-07-23T17:48:01.5653120+01:00
637.186096,139.407928,False,2024-07-23T17:48:01.5794816+01:00
634.950012,146.176224,False,2024-07-23T17:48:01.5926528+01:00
631.537842,152.36557,False,2024-07-23T17:48:01.6078976+01:00
629.062927,156.256287,False,2024-07-23T17:48:01.6212736+01:00
626.667786,160.072433,False,2024-07-23T17:48:01.6364672+01:00
620.731506,171.246567,False,2024-07-23T17:48:01.6506112+01:00
620.32135,168.739395,False,2024-07-23T17:48:01.6646272+01:00
613.776184,177.516342,False,2024-07-23T17:48:01.6785024+01:00
621.059204,163.496262,False,2024-07-23T17:48:01.6933504+01:00
607.09082,178.402267,False,2024-07-23T17:48:01.7082496+01:00
579.291687,485.897369,False,2024-07-23T17:48:01.7217920+01:00
578.554504,509.808563,False,2024-07-23T17:48:01.7362688+01:00
584.854187,518.748108,False,2024-07-23T17:48:01.7492608+01:00
591.553955,515.584656,False,2024-07-23T17:48:01.7644672+01:00
595.340881,174.31279,False,2024-07-23T17:48:01.7776128+01:00
596.656006,170.051422,False,2024-07-23T17:48:01.7923584+01:00
601.686707,153.558502,False,2024-07-23T17:48:01.8056576+01:00
594.788025,160.191879,False,2024-07-23T17:48:01.8197632+01:00
595.155823,154.523376,False,2024-07-23T17:48:01.8345472+01:00
592.916992,153.802765,False,2024-07-23T17:48:01.8483712+01:00
592.583801,136.160019,False,2024-07-23T17:48:01.8625664+01:00
574.795532,142.261002,False,2024-07-23T17:48:01.8767232+01:00
555.891846,101.378807,False,2024-07-23T17:48:01.8920064+01:00
503.172363,115.167885,False,2024-07-23T17:48:01.9059072+01:00
484.691589,152.052231,False,2024-07-23T17:48:01.9219200+01:00
563.171326,534.444153,False,2024-07-23T17:48:01.9359488+01:00
562.533752,533.189148,False,2024-07-23T17:48:01.9520512+01:00
